epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,363.697,1.04323,1.20702,1.23562,0.74545,0.90882,0.93104,0.58905,0.8809,1.12512,1.16162,0.000373119,0.000373119,0.000373119
28,377.389,1.04083,1.20488,1.23975,0.72203,0.90581,0.9278,0.59204,0.87337,1.11448,1.15699,0.000357893,0.000357893,0.000357893
29,390.853,1.03848,1.20023,1.22503,0.73134,0.89413,0.92712,0.59282,0.85481,1.13567,1.15362,0.000342666,0.000342666,0.000342666
30,404.728,1.02999,1.19565,1.23112,0.72737,0.90657,0.93058,0.59543,0.86156,1.09986,1.15127,0.00032744,0.00032744,0.00032744
31,419.416,1.03297,1.19258,1.22949,0.71788,0.90394,0.92683,0.59471,0.84988,1.15879,1.14896,0.000312214,0.000312214,0.000312214
32,433.761,1.0468,1.19199,1.23212,0.71262,0.90402,0.923,0.59085,0.86412,1.11956,1.15129,0.000296988,0.000296988,0.000296988
33,447.604,1.02454,1.19511,1.22942,0.71199,0.90726,0.92699,0.59407,0.87287,1.11276,1.15698,0.000281762,0.000281762,0.000281762
34,460.194,1.03298,1.19632,1.23512,0.74381,0.90157,0.93004,0.5974,0.87292,1.10853,1.16162,0.000266535,0.000266535,0.000266535
35,473.045,1.00655,1.18143,1.21593,0.7324,0.89651,0.92578,0.59334,0.8622,1.09013,1.15097,0.000251309,0.000251309,0.000251309
36,486.567,1.02442,1.18892,1.22525,0.74727,0.89317,0.9275,0.59175,0.87137,1.11203,1.15319,0.000236083,0.000236083,0.000236083
37,500.45,1.01849,1.19874,1.2356,0.72762,0.90701,0.92877,0.59521,0.86142,1.10097,1.15103,0.000220857,0.000220857,0.000220857
38,515.394,1.02977,1.1854,1.22701,0.72048,0.90613,0.93057,0.59658,0.87529,1.09744,1.15781,0.000205631,0.000205631,0.000205631
39,530.041,1.02261,1.19167,1.22427,0.71828,0.90286,0.92581,0.5917,0.85941,1.10186,1.15408,0.000190404,0.000190404,0.000190404
40,544.561,1.03468,1.19108,1.23727,0.69901,0.90701,0.9248,0.59184,0.86296,1.08715,1.15128,0.000175178,0.000175178,0.000175178
41,582.046,0.99297,1.12319,1.24848,0.77243,0.89256,0.92657,0.59325,0.8484,0.99184,1.1417,0.000159952,0.000159952,0.000159952
42,596.268,0.97647,1.10938,1.23576,0.78433,0.89838,0.93054,0.59099,0.84527,0.94757,1.14015,0.000144726,0.000144726,0.000144726
43,610.959,0.98462,1.10857,1.24804,0.79776,0.90102,0.93145,0.59452,0.8505,0.92955,1.14521,0.0001295,0.0001295,0.0001295
44,625.489,0.98005,1.10704,1.2325,0.79735,0.89924,0.93039,0.59146,0.85196,0.94187,1.14552,0.000114273,0.000114273,0.000114273
45,639.71,0.98008,1.10335,1.23566,0.78156,0.89422,0.93,0.59098,0.84771,0.96417,1.143,9.90472e-05,9.90472e-05,9.90472e-05
46,653.838,0.97132,1.10779,1.22765,0.78594,0.89806,0.92783,0.59209,0.85206,0.95245,1.14313,8.3821e-05,8.3821e-05,8.3821e-05
47,668.019,0.97634,1.10268,1.24138,0.76967,0.89776,0.92775,0.59289,0.85005,0.95631,1.14093,6.85948e-05,6.85948e-05,6.85948e-05
48,682.329,0.97404,1.10639,1.22714,0.76455,0.89485,0.92649,0.59289,0.85141,0.9552,1.14295,5.33686e-05,5.33686e-05,5.33686e-05
49,697.15,0.96799,1.09891,1.23012,0.76769,0.89696,0.92755,0.59379,0.84503,0.96151,1.14017,3.81424e-05,3.81424e-05,3.81424e-05
50,710.975,0.97219,1.1002,1.23047,0.77435,0.89867,0.92772,0.59237,0.84838,0.95145,1.14086,2.29162e-05,2.29162e-05,2.29162e-05
