epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,15.5526,1.41375,1.53113,1.1852,0.2767,0.61111,0.61015,0.28597,1.6077,3.00546,1.35604,0.000710895,0.000710895,0.000710895
16,16.4652,1.34636,1.40373,1.15855,1,0.15365,0.69803,0.3588,1.62054,2.85996,1.37242,0.000738298,0.000738298,0.000738298
17,17.4005,1.38628,1.5145,1.15569,1,0.18346,0.63008,0.35095,1.62163,2.90109,1.44478,0.000763059,0.000763059,0.000763059
18,18.3305,1.41185,1.39216,1.15276,1,0.46867,0.78216,0.38247,1.68088,2.777,1.44715,0.00078518,0.00078518,0.00078518
19,19.2868,1.29178,1.38361,1.14374,0.97953,0.38403,0.71406,0.36769,1.78639,2.7757,1.52713,0.000804661,0.000804661,0.000804661
20,20.2083,1.30778,1.27096,1.1738,0.82708,0.41751,0.60587,0.34475,1.86048,2.75132,1.60148,0.000821501,0.000821501,0.000821501
21,21.1652,1.3639,1.29228,1.18213,0.84398,0.60284,0.70013,0.35274,1.90452,2.52298,1.63442,0.0008357,0.0008357,0.0008357
22,22.0474,1.26016,1.25777,1.12339,0.84925,0.60469,0.76571,0.34447,1.82051,2.32019,1.50582,0.000847259,0.000847259,0.000847259
23,22.9217,1.34643,1.33932,1.19182,0.87301,0.67136,0.84338,0.42363,1.79764,2.24902,1.51983,0.000856178,0.000856178,0.000856178
24,23.7989,1.2966,1.26874,1.16105,0.9149,0.74522,0.88004,0.428,1.70588,2.00563,1.44545,0.000862456,0.000862456,0.000862456
25,24.6874,1.26606,1.19817,1.12525,0.94444,0.80374,0.87314,0.42652,1.81341,1.881,1.51258,0.000866093,0.000866093,0.000866093
26,25.5612,1.31837,1.2158,1.14504,0.93261,0.81919,0.89902,0.46985,1.82732,1.73026,1.46993,0.000841835,0.000841835,0.000841835
27,26.473,1.21306,1.1566,1.10369,0.98189,0.76736,0.88887,0.42299,1.87661,1.64305,1.49849,0.000808828,0.000808828,0.000808828
28,27.4623,1.28577,1.17581,1.14029,0.97564,0.79939,0.87577,0.47038,1.80334,1.64742,1.46225,0.000775822,0.000775822,0.000775822
29,28.399,1.21778,1.09342,1.0858,0.94355,0.75496,0.87045,0.50555,1.6461,1.64011,1.39714,0.000742815,0.000742815,0.000742815
30,29.3223,1.13926,1.08828,1.09957,0.93576,0.81195,0.89035,0.51518,1.58985,1.54043,1.38399,0.000709809,0.000709809,0.000709809
31,30.2754,1.31035,1.15011,1.12706,1,0.81679,0.90022,0.5269,1.64478,1.37568,1.40595,0.000676802,0.000676802,0.000676802
32,31.217,1.18977,1.08905,1.09658,0.98992,0.82788,0.92035,0.51641,1.75873,1.29687,1.45536,0.000643795,0.000643795,0.000643795
33,32.1782,1.22742,1.02265,1.12011,0.95141,0.87923,0.93725,0.51155,1.77943,1.21976,1.43385,0.000610789,0.000610789,0.000610789
34,33.1718,1.20411,1.04153,1.09934,0.90061,0.88928,0.93427,0.46769,1.78339,1.18196,1.43991,0.000577782,0.000577782,0.000577782
35,34.1562,1.05951,1.00094,1.0363,0.86823,0.88727,0.92034,0.4761,1.83186,1.26093,1.49109,0.000544776,0.000544776,0.000544776
36,35.0905,1.08305,1.01734,1.05823,0.87461,0.8769,0.9127,0.48272,1.77648,1.30503,1.47794,0.000511769,0.000511769,0.000511769
37,36.048,1.15663,1.00259,1.07043,0.84282,0.90604,0.91716,0.49511,1.77496,1.28152,1.4537,0.000478762,0.000478762,0.000478762
38,37.0212,1.14505,0.99585,1.07715,0.84666,0.87533,0.91797,0.46884,1.79416,1.26507,1.42978,0.000445756,0.000445756,0.000445756
39,37.9825,1.07703,0.95865,1.0555,0.91047,0.83333,0.89108,0.49023,1.8273,1.25151,1.46391,0.000412749,0.000412749,0.000412749
40,39.145,1.00967,0.91247,1.00345,0.9373,0.83333,0.87845,0.47418,1.80773,1.22358,1.47944,0.000379743,0.000379743,0.000379743
41,42.3582,1.04873,1.07703,1.10713,0.9818,0.80793,0.88716,0.49429,1.7646,1.21178,1.48522,0.000346736,0.000346736,0.000346736
42,43.3153,0.97536,1.10524,1.05984,0.94352,0.8251,0.88304,0.49826,1.78736,1.22707,1.53795,0.000313729,0.000313729,0.000313729
43,44.276,1.01114,1.04474,1.06623,0.94017,0.83084,0.87991,0.47527,1.83292,1.27418,1.5521,0.000280723,0.000280723,0.000280723
44,45.2182,1.02134,1.04227,1.05891,0.94573,0.83333,0.87976,0.47755,1.85759,1.33836,1.57628,0.000247716,0.000247716,0.000247716
45,46.1504,0.97077,1.0284,1.04039,0.97443,0.83333,0.87079,0.46536,1.85929,1.37193,1.54366,0.00021471,0.00021471,0.00021471
46,47.0906,0.95573,1.02178,1.00195,0.98631,0.83333,0.87066,0.46593,1.82765,1.35579,1.50522,0.000181703,0.000181703,0.000181703
47,48.1342,0.95288,1.02596,1.04096,0.97221,0.83333,0.87065,0.45042,1.82761,1.34541,1.4902,0.000148696,0.000148696,0.000148696
48,49.1562,0.93013,0.97637,1.00224,0.97364,0.83333,0.87289,0.44533,1.79829,1.30821,1.4753,0.00011569,0.00011569,0.00011569
49,50.1204,0.92486,0.95199,0.99197,0.98279,0.83333,0.87253,0.45082,1.7698,1.25639,1.46499,8.26832e-05,8.26832e-05,8.26832e-05
50,51.062,0.89931,0.94288,0.9529,0.98753,0.83333,0.87484,0.45429,1.74913,1.22802,1.46219,4.96766e-05,4.96766e-05,4.96766e-05
