step,x_pixel,y_pixel
0,112,127
1,112,132
2,112,137
3,112,142
4,112,147
5,112,152
6,112,157
7,112,162
8,112,167
9,112,172
10,112,177
11,112,182
12,112,187
13,112,192
14,112,197
15,112,202
16,112,207
