epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,647.451,0.90098,0.43057,1.08873,0.90922,0.84897,0.93649,0.60419,0.82444,0.3737,1.11333,0.000281762,0.000281762,0.000281762
34,666.607,0.90627,0.43248,1.09479,0.90702,0.84879,0.93284,0.60693,0.82483,0.38113,1.10819,0.000266535,0.000266535,0.000266535
35,685.714,0.89646,0.42592,1.08492,0.91149,0.84553,0.93702,0.60305,0.83646,0.37729,1.09474,0.000251309,0.000251309,0.000251309
36,705.813,0.90063,0.42889,1.08223,0.8992,0.83972,0.92888,0.60094,0.8506,0.39709,1.11932,0.000236083,0.000236083,0.000236083
37,725.602,0.90395,0.42809,1.09496,0.88832,0.85479,0.9277,0.60144,0.8525,0.38832,1.12307,0.000220857,0.000220857,0.000220857
38,745.6,0.89577,0.42449,1.08686,0.89175,0.86552,0.93007,0.59757,0.84407,0.38277,1.11922,0.000205631,0.000205631,0.000205631
39,765.195,0.89877,0.4256,1.09063,0.89693,0.85902,0.93103,0.60151,0.8192,0.37819,1.10286,0.000190404,0.000190404,0.000190404
40,784.845,0.89474,0.42212,1.09104,0.89026,0.85703,0.92836,0.60135,0.82551,0.36787,1.10896,0.000175178,0.000175178,0.000175178
41,823.106,0.89645,0.40294,1.11192,0.90367,0.84083,0.93031,0.60498,0.81243,0.37128,1.10183,0.000159952,0.000159952,0.000159952
42,841.987,0.88816,0.39205,1.1048,0.8956,0.87458,0.93443,0.5977,0.83286,0.37901,1.11801,0.000144726,0.000144726,0.000144726
43,861.292,0.88186,0.38635,1.09896,0.92299,0.84291,0.92692,0.59833,0.82173,0.36853,1.10623,0.0001295,0.0001295,0.0001295
44,880.401,0.88128,0.38602,1.10146,0.91228,0.84425,0.93002,0.60032,0.81843,0.36581,1.10954,0.000114273,0.000114273,0.000114273
45,899.886,0.87859,0.38428,1.10264,0.89687,0.86471,0.92944,0.60237,0.81032,0.36584,1.1031,9.90472e-05,9.90472e-05,9.90472e-05
46,919.629,0.87727,0.38382,1.10494,0.87426,0.8593,0.92629,0.60006,0.82372,0.36708,1.10636,8.3821e-05,8.3821e-05,8.3821e-05
47,938.713,0.87868,0.38263,1.10412,0.91534,0.84864,0.93054,0.60023,0.81595,0.36298,1.10139,6.85948e-05,6.85948e-05,6.85948e-05
48,957.409,0.87443,0.37897,1.09484,0.9044,0.85526,0.93415,0.60123,0.81955,0.36631,1.10297,5.33686e-05,5.33686e-05,5.33686e-05
49,976.648,0.87636,0.38014,1.10267,0.9028,0.86602,0.93474,0.59965,0.83129,0.36567,1.10953,3.81424e-05,3.81424e-05,3.81424e-05
50,996.251,0.87508,0.37782,1.10098,0.90539,0.87364,0.93777,0.59936,0.82237,0.36278,1.10769,2.29162e-05,2.29162e-05,2.29162e-05
