Start: (129, 117)
End: (207, 63)
129, 117
131, 117
133, 117
135, 115
137, 115
139, 113
141, 111
143, 109
145, 107
147, 105
149, 103
151, 101
153, 99
155, 97
157, 97
159, 97
161, 97
163, 97
165, 97
167, 97
169, 97
171, 97
173, 97
175, 97
177, 97
179, 95
181, 95
183, 95
185, 93
187, 91
189, 91
191, 89
193, 89
195, 87
197, 87
199, 87
201, 85
203, 85
205, 83
207, 83
209, 83
211, 81
213, 81
215, 79
217, 79
219, 77
