epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,404.133,1.03697,1.23817,1.23789,0.72497,0.88,0.92263,0.58708,0.84405,1.1131,1.15929,0.00044925,0.00044925,0.00044925
23,421.91,1.0522,1.23359,1.23837,0.7498,0.86514,0.92175,0.58875,0.85828,1.08925,1.15383,0.000434024,0.000434024,0.000434024
24,439.148,1.03482,1.22222,1.23105,0.77319,0.89158,0.92864,0.57934,0.92312,1.07227,1.18192,0.000418797,0.000418797,0.000418797
25,456.377,1.02438,1.21554,1.23136,0.75805,0.89624,0.9363,0.58959,0.86633,1.13278,1.15246,0.000403571,0.000403571,0.000403571
26,473.586,1.02607,1.21103,1.22777,0.7244,0.88457,0.92075,0.58778,0.87321,1.13223,1.16357,0.000388345,0.000388345,0.000388345
27,490.923,1.02872,1.21261,1.22951,0.7475,0.9064,0.9303,0.59044,0.86503,1.10946,1.15249,0.000373119,0.000373119,0.000373119
28,508.178,1.03032,1.20741,1.2338,0.71707,0.91416,0.93231,0.58962,0.84356,1.09874,1.14331,0.000357893,0.000357893,0.000357893
29,525.544,1.02198,1.20335,1.21881,0.73534,0.88817,0.92342,0.59039,0.84712,1.11261,1.14709,0.000342666,0.000342666,0.000342666
30,542.885,1.0217,1.20231,1.22614,0.7319,0.89695,0.92814,0.59428,0.84225,1.07883,1.13973,0.00032744,0.00032744,0.00032744
31,560.144,1.01844,1.19133,1.2221,0.71286,0.90096,0.92625,0.58718,0.8355,1.15695,1.14247,0.000312214,0.000312214,0.000312214
32,577.481,1.03134,1.18592,1.22619,0.75442,0.89074,0.92694,0.58582,0.85342,1.10049,1.15347,0.000296988,0.000296988,0.000296988
33,594.79,1.01171,1.19113,1.22478,0.75387,0.91282,0.93157,0.59234,0.85839,1.09046,1.15443,0.000281762,0.000281762,0.000281762
34,611.983,1.01611,1.19305,1.22599,0.7534,0.89544,0.92549,0.58841,0.85075,1.05734,1.15266,0.000266535,0.000266535,0.000266535
35,629.338,0.99051,1.18212,1.20868,0.73656,0.89838,0.92488,0.58821,0.85891,1.08148,1.14823,0.000251309,0.000251309,0.000251309
36,646.722,1.00682,1.18446,1.21581,0.74655,0.90084,0.92882,0.59288,0.84656,1.11263,1.14153,0.000236083,0.000236083,0.000236083
37,664.206,1.00787,1.19606,1.22725,0.73848,0.88971,0.92265,0.59193,0.842,1.08608,1.14067,0.000220857,0.000220857,0.000220857
38,681.545,1.00995,1.1767,1.21546,0.73141,0.89744,0.92769,0.59405,0.85236,1.09032,1.14653,0.000205631,0.000205631,0.000205631
39,698.752,0.99951,1.18263,1.21284,0.75546,0.90679,0.93031,0.59077,0.83706,1.08663,1.14069,0.000190404,0.000190404,0.000190404
40,715.988,1.01977,1.18137,1.22819,0.75151,0.90058,0.92225,0.58776,0.84382,1.0889,1.14274,0.000175178,0.000175178,0.000175178
41,757.001,0.97952,1.12021,1.23905,0.77943,0.90146,0.931,0.59328,0.83395,0.95715,1.13333,0.000159952,0.000159952,0.000159952
42,774.477,0.95785,1.10465,1.22453,0.81098,0.89768,0.93877,0.59748,0.83201,0.92941,1.13325,0.000144726,0.000144726,0.000144726
43,791.701,0.96353,1.10169,1.23174,0.8092,0.89022,0.93255,0.58961,0.82758,0.93577,1.1345,0.0001295,0.0001295,0.0001295
44,808.99,0.95885,1.09685,1.21976,0.79488,0.89637,0.93491,0.59408,0.83041,0.9462,1.13586,0.000114273,0.000114273,0.000114273
45,826.2,0.95234,1.09607,1.21864,0.78545,0.89203,0.93241,0.59171,0.82195,0.96278,1.13185,9.90472e-05,9.90472e-05,9.90472e-05
46,843.357,0.94799,1.09944,1.21206,0.80548,0.89431,0.9356,0.59498,0.83033,0.95516,1.13404,8.3821e-05,8.3821e-05,8.3821e-05
47,860.583,0.95337,1.09316,1.22809,0.78526,0.89169,0.92777,0.59178,0.82894,0.94978,1.13236,6.85948e-05,6.85948e-05,6.85948e-05
48,877.681,0.94881,1.09529,1.20968,0.80038,0.88506,0.92486,0.59416,0.82725,0.94769,1.13202,5.33686e-05,5.33686e-05,5.33686e-05
49,894.963,0.94432,1.086,1.21599,0.79677,0.89474,0.93022,0.59401,0.82346,0.9561,1.13099,3.81424e-05,3.81424e-05,3.81424e-05
50,912.315,0.94955,1.08669,1.21458,0.79133,0.8951,0.93162,0.5917,0.82753,0.95102,1.13244,2.29162e-05,2.29162e-05,2.29162e-05
