epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,180.907,1.03185,1.17429,1.25643,0.76706,0.89512,0.93092,0.59003,0.87663,0.99757,1.15436,0.000571059,0.000571059,0.000571059
15,193.512,1.02133,1.16901,1.25289,0.75664,0.89041,0.92736,0.5987,0.8578,1.02703,1.14485,0.000555833,0.000555833,0.000555833
16,206.197,1.02455,1.16062,1.25655,0.80936,0.8748,0.92834,0.59594,0.86762,1.00811,1.15388,0.000540607,0.000540607,0.000540607
17,218.757,1.01464,1.15774,1.24623,0.74983,0.8847,0.92567,0.59103,0.85917,1.01637,1.14522,0.000525381,0.000525381,0.000525381
18,231.206,1.00455,1.15203,1.24199,0.76916,0.88377,0.92363,0.58943,0.89561,0.99386,1.16397,0.000510155,0.000510155,0.000510155
19,243.586,1.01092,1.14866,1.24107,0.78313,0.89676,0.93255,0.5968,0.85627,0.99398,1.14781,0.000494928,0.000494928,0.000494928
20,256.081,1.01437,1.14373,1.24042,0.76152,0.88919,0.92673,0.59056,0.86084,1.03528,1.14599,0.000479702,0.000479702,0.000479702
21,268.481,1.00753,1.14224,1.23956,0.73859,0.88945,0.91805,0.59005,0.87593,0.99495,1.15485,0.000464476,0.000464476,0.000464476
22,280.962,1.00602,1.13663,1.24332,0.73913,0.89147,0.91487,0.58445,0.85492,1.01399,1.14317,0.00044925,0.00044925,0.00044925
23,293.432,0.99868,1.13271,1.23814,0.76727,0.88681,0.91768,0.58821,0.86363,1.01132,1.14899,0.000434024,0.000434024,0.000434024
24,305.977,0.99173,1.12721,1.22184,0.76381,0.88152,0.92381,0.59129,0.85234,0.96278,1.14045,0.000418797,0.000418797,0.000418797
25,318.526,0.99556,1.13184,1.23132,0.77354,0.89382,0.9277,0.58695,0.87068,0.98804,1.15366,0.000403571,0.000403571,0.000403571
26,331.096,0.99861,1.12824,1.22836,0.74652,0.89986,0.92631,0.59005,0.8609,1.02124,1.14313,0.000388345,0.000388345,0.000388345
27,343.702,0.99732,1.12826,1.23371,0.77084,0.89337,0.92226,0.58496,0.87912,1.00113,1.1496,0.000373119,0.000373119,0.000373119
28,356.224,0.98915,1.11771,1.22497,0.76676,0.89388,0.92274,0.59197,0.85545,1.01948,1.14305,0.000357893,0.000357893,0.000357893
29,368.773,0.98624,1.12223,1.2289,0.74763,0.87892,0.91706,0.58828,0.86406,1.00339,1.14839,0.000342666,0.000342666,0.000342666
30,381.227,0.98576,1.12086,1.23153,0.73305,0.88543,0.91717,0.58717,0.85055,1.00416,1.14168,0.00032744,0.00032744,0.00032744
31,393.693,0.98571,1.12016,1.22621,0.75835,0.89166,0.92493,0.58733,0.85494,0.97708,1.14159,0.000312214,0.000312214,0.000312214
32,406.089,0.97702,1.1146,1.22043,0.76881,0.88491,0.91844,0.58442,0.85678,0.95061,1.13824,0.000296988,0.000296988,0.000296988
33,418.51,0.97401,1.10699,1.22572,0.76728,0.8907,0.92427,0.59038,0.85411,0.99437,1.14141,0.000281762,0.000281762,0.000281762
34,430.883,0.98121,1.10831,1.2251,0.74407,0.89491,0.92311,0.58902,0.84876,1.00666,1.13832,0.000266535,0.000266535,0.000266535
35,443.319,0.96674,1.10809,1.21553,0.74969,0.89019,0.91874,0.58509,0.83763,0.96352,1.13144,0.000251309,0.000251309,0.000251309
36,455.758,0.96801,1.11371,1.20791,0.76198,0.89348,0.91823,0.58646,0.84991,0.93915,1.13567,0.000236083,0.000236083,0.000236083
37,468.223,0.97053,1.10898,1.21672,0.77683,0.88916,0.91998,0.58734,0.85523,0.97183,1.14323,0.000220857,0.000220857,0.000220857
38,480.757,0.96433,1.10508,1.20335,0.77571,0.8881,0.91996,0.58251,0.85288,0.97768,1.1376,0.000205631,0.000205631,0.000205631
39,493.223,0.96898,1.10447,1.215,0.76694,0.8837,0.9188,0.58454,0.859,0.96305,1.14227,0.000190404,0.000190404,0.000190404
40,505.7,0.9586,1.10272,1.20799,0.76938,0.88922,0.92035,0.58317,0.84941,0.96453,1.1375,0.000175178,0.000175178,0.000175178
41,543.064,0.96442,1.09567,1.21735,0.7928,0.89255,0.92369,0.58675,0.85344,0.97873,1.14126,0.000159952,0.000159952,0.000159952
42,555.841,0.95229,1.09406,1.20626,0.78755,0.89545,0.9294,0.58922,0.83937,0.97397,1.13288,0.000144726,0.000144726,0.000144726
43,568.264,0.95808,1.09523,1.21659,0.79705,0.88644,0.92264,0.58708,0.85358,0.94707,1.13833,0.0001295,0.0001295,0.0001295
44,581.332,0.95547,1.09736,1.20259,0.78189,0.88713,0.9215,0.58537,0.84919,0.95571,1.13816,0.000114273,0.000114273,0.000114273
45,593.712,0.95078,1.09217,1.20259,0.77388,0.88423,0.92071,0.58185,0.84539,0.96547,1.13584,9.90472e-05,9.90472e-05,9.90472e-05
46,606.133,0.94905,1.09665,1.19784,0.78857,0.88685,0.92055,0.58363,0.84913,0.96176,1.13595,8.3821e-05,8.3821e-05,8.3821e-05
47,618.616,0.9507,1.09108,1.21159,0.78363,0.893,0.92475,0.58353,0.84778,0.96859,1.13385,6.85948e-05,6.85948e-05,6.85948e-05
48,631.075,0.94813,1.09527,1.19697,0.78826,0.88924,0.92376,0.58712,0.84986,0.96843,1.13555,5.33686e-05,5.33686e-05,5.33686e-05
49,643.542,0.94623,1.08741,1.20162,0.78617,0.89287,0.92529,0.58409,0.84764,0.96573,1.13602,3.81424e-05,3.81424e-05,3.81424e-05
50,656.125,0.94894,1.09176,1.20315,0.7882,0.88903,0.92542,0.58361,0.84874,0.96522,1.13604,2.29162e-05,2.29162e-05,2.29162e-05
